#Column	separation	(F9.2)	Distance from master source to user source	(.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	hard_hm	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio	(master_source.hard_hm)	[""]	[]
#Column	hard_hm_lolim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% lower confidence limit)	(master_source.hard_hm_lolim)	[""]	[]
#Column	hard_hm_hilim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% upper confidence limit)	(master_source.hard_hm_hilim)	[""]	[]
#Column	acis_time	(F9.1)	Total livetime for all ACIS imaging observations contributing to the Master Sources Table record of the source	(master_source.acis_time)	["s"]	[]
separation	name	ra	dec	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	hard_hm	hard_hm_lolim	hard_hm_hilim	acis_time
   222.78	 2CXO J174549.9-290329	 17 45 49.96	-29 03 29.02	     0.89	     0.80	    116.0	     4.32	                TRUE	   0.9994	   0.9063	   1.0000	1704036.3
   222.84	 2CXO J174552.9-290253	 17 45 52.94	-29 02 53.14	     0.73	     0.73	     92.0	     9.22	                TRUE	   0.9994	   0.9700	   1.0000	1654432.7
   222.92	 2CXO J174523.8-290137	 17 45 23.88	-29 01 37.04	     0.76	     0.75	    164.2	     6.07	                TRUE	   0.9994	   0.9151	   1.0000	1747526.5
   223.49	 2CXO J174530.2-290330	 17 45 30.23	-29 03 30.88	     0.73	     0.72	     49.2	    10.51	                TRUE	         	         	         	1709553.9
   223.82	 2CXO J174555.4-290203	 17 45 55.47	-29 02 03.62	     0.87	     0.81	    118.1	     4.59	                TRUE	   0.9994	   0.9238	   1.0000	1731178.9
   224.05	 2CXO J174529.9-290329	 17 45 29.98	-29 03 29.20	     0.74	     0.72	     90.9	    11.02	                TRUE	         	         	         	1709553.9
   224.07	 2CXO J174553.4-290247	 17 45 53.44	-29 02 47.04	     0.78	     0.78	      0.0	     4.91	                TRUE	   0.9994	   0.9513	   1.0000	1654432.7
   224.09	 2CXO J174528.2-285746	 17 45 28.20	-28 57 46.60	     0.77	     0.74	    108.0	     6.58	                TRUE	   0.9194	   0.8451	   0.9775	1791422.8
   224.44	 2CXO J174526.4-285811	 17 45 26.49	-28 58 11.10	     0.82	     0.77	     53.9	     8.19	                TRUE	   0.9994	   0.8289	   1.0000	1791422.8
   224.89	 2CXO J174539.6-290412	 17 45 39.64	-29 04 12.98	     0.85	     0.80	    131.7	     7.25	                TRUE	   0.9994	   0.9775	   1.0000	1879679.8
   225.02	 2CXO J174524.7-290211	 17 45 24.80	-29 02 11.51	     0.87	     0.83	    141.2	     5.45	                TRUE	   0.7595	   0.6277	   0.8738	1747520.3
   225.07	 2CXO J174551.3-285739	 17 45 51.39	-28 57 39.43	     0.72	     0.72	     43.5	    13.51	                TRUE	         	         	         	1810495.8
   225.17	 2CXO J174545.8-285656	 17 45 45.82	-28 56 56.17	     0.85	     0.80	     75.2	     5.13	                TRUE	         	         	         	1955463.6
   225.38	 2CXO J174554.3-285822	 17 45 54.31	-28 58 22.70	     0.76	     0.73	     85.8	     4.91	                TRUE	   0.9994	   0.9163	   1.0000	1698752.2
   225.61	 2CXO J174551.2-290318	 17 45 51.30	-29 03 18.71	     0.81	     0.78	    118.9	     4.11	                TRUE	   0.9994	   0.8826	   1.0000	1684536.2
   225.93	 2CXO J174524.3-290200	 17 45 24.31	-29 02 00.12	     0.76	     0.74	    103.5	     9.07	                TRUE	   0.9032	   0.8551	   0.9513	1747520.3
   226.12	 2CXO J174556.5-290134	 17 45 56.53	-29 01 34.13	     0.89	     0.79	    109.6	     4.36	                TRUE	   0.9994	   0.7739	   1.0000	1731178.9
   226.17	 2CXO J174523.0-285946	 17 45 23.09	-28 59 46.97	     0.80	     0.79	    112.3	     4.53	                TRUE	   0.8457	   0.7427	   0.9388	1731670.3
   226.55	 2CXO J174533.2-285659	 17 45 33.28	-28 56 59.67	     0.81	     0.76	     23.5	     6.00	                TRUE	   0.9994	   0.9438	   1.0000	1827932.4
   226.70	 2CXO J174543.2-290410	 17 45 43.24	-29 04 10.93	     3.53	     3.53	      0.0	     3.03	                TRUE	   0.9994	   0.8938	   1.0000	1752496.8
   226.83	 2CXO J174531.8-285708	 17 45 31.87	-28 57 08.21	     0.74	     0.72	      3.2	    10.93	                TRUE	   0.9994	   0.9525	   1.0000	1751809.3
   226.98	 2CXO J174544.5-285649	 17 45 44.55	-28 56 49.02	     0.76	     0.74	    102.9	     6.89	                TRUE	   0.9532	   0.9013	   0.9875	1994862.3
   227.24	 2CXO J174542.4-290413	 17 45 42.49	-29 04 13.10	     0.79	     0.79	      0.0	     3.72	                TRUE	   0.9994	   0.9313	   1.0000	1752989.7
   227.34	 2CXO J174526.0-290242	 17 45 26.04	-29 02 42.22	     2.31	     2.31	      0.0	     3.67	                TRUE	   0.8720	   0.7527	   0.9638	1747520.3
   227.72	 2CXO J174530.0-290334	 17 45 30.08	-29 03 34.69	     0.74	     0.72	    151.5	     9.15	                TRUE	         	         	         	1709553.9
   227.75	 2CXO J174523.5-285915	 17 45 23.58	-28 59 15.59	     0.84	     0.82	    165.6	     4.23	                TRUE	   0.9107	   0.8264	   0.9738	1751571.5
   227.75	 2CXO J174532.4-290353	 17 45 32.46	-29 03 53.09	     0.76	     0.74	    137.4	     5.48	                TRUE	   0.8370	   0.7202	   0.9400	1747520.3
   227.75	 2CXO J174543.5-285645	 17 45 43.58	-28 56 45.20	     0.90	     0.76	     66.1	     7.19	                TRUE	         	         	         	1994862.5
   227.97	 2CXO J174552.1-285745	 17 45 52.20	-28 57 45.32	     0.82	     0.77	     73.1	     4.53	                TRUE	   0.9994	   0.9500	   1.0000	1909797.6
   228.04	 2CXO J174554.3-290237	 17 45 54.37	-29 02 37.29	     2.50	     2.50	      0.0	     4.11	                TRUE	   0.9994	   0.9026	   1.0000	1736259.3
   228.44	 2CXO J174524.3-290207	 17 45 24.37	-29 02 07.82	     0.75	     0.75	      0.0	     6.59	                TRUE	   0.8969	   0.8364	   0.9488	1747520.3
   228.74	 2CXO J174534.1-290403	 17 45 34.20	-29 04 03.68	     0.79	     0.78	     23.2	     3.94	                TRUE	   0.9257	   0.8364	   0.9850	1764542.5
   229.03	 2CXO J174535.8-285645	 17 45 35.86	-28 56 45.79	     0.86	     0.76	    123.5	     6.37	                TRUE	   0.9182	   0.8563	   0.9725	1943806.3
   229.07	 2CXO J174557.2-290105	 17 45 57.26	-29 01 05.89	     0.80	     0.77	    164.3	     4.23	                TRUE	   0.9307	   0.8576	   0.9825	1731178.9
   229.13	 2CXO J174550.0-285720	 17 45 50.07	-28 57 20.64	     0.73	     0.72	     74.2	    10.81	                TRUE	   0.9994	   0.9713	   1.0000	1898682.6
   229.99	 2CXO J174551.4-285733	 17 45 51.42	-28 57 33.28	     0.76	     0.74	     78.7	     5.87	                TRUE	         	         	         	1810495.8
   230.01	 2CXO J174542.4-285640	 17 45 42.44	-28 56 40.31	     4.43	     4.43	      0.0	     3.22	                TRUE	   0.9994	   0.8239	   1.0000	1936775.1
   230.01	 2CXO J174523.6-290151	 17 45 23.69	-29 01 51.21	     0.75	     0.74	     29.8	     8.30	                TRUE	   0.9482	   0.9063	   0.9838	1747526.5
   230.18	 2CXO J174554.4-285817	 17 45 54.46	-28 58 17.01	     0.76	     0.75	     93.4	     4.47	                TRUE	   0.8432	   0.7052	   0.9500	 240677.1
   230.20	 2CXO J174549.2-290343	 17 45 49.27	-29 03 43.96	     0.75	     0.75	    157.4	     6.00	                TRUE	   0.9444	   0.8851	   0.9863	1709082.0
   230.28	 2CXO J174556.1-290158	 17 45 56.19	-29 01 58.42	     0.83	     0.77	     93.3	     3.61	                TRUE	   0.8732	   0.7739	   0.9563	1731178.9
   230.46	 2CXO J174536.2-290413	 17 45 36.27	-29 04 13.24	     0.85	     0.78	     22.1	     4.91	                TRUE	   0.9994	   0.8826	   1.0000	1840463.4
   230.54	 2CXO J174531.0-285709	 17 45 31.10	-28 57 09.67	     0.77	     0.74	     18.9	     8.38	                TRUE	   0.9994	   0.9325	   1.0000	1751812.4
   230.71	 2CXO J174522.9-285932	 17 45 22.97	-28 59 32.63	     0.86	     0.80	      7.1	     3.05	                TRUE	         	         	         	1731679.5
   230.80	 2CXO J174533.4-290402	 17 45 33.48	-29 04 02.33	     0.85	     0.80	    122.8	     3.84	                TRUE	   0.8307	   0.6839	   0.9450	1747520.3
   230.93	 2CXO J174524.8-285832	 17 45 24.82	-28 58 32.17	     0.77	     0.75	      5.2	     5.06	                TRUE	   0.8307	   0.7339	   0.9225	1713614.3
   230.94	 2CXO J174550.4-285722	 17 45 50.47	-28 57 22.18	     0.83	     0.83	      0.0	     4.00	                TRUE	   0.7858	   0.6302	   0.9200	1909304.8
   231.11	 2CXO J174524.2-290210	 17 45 24.22	-29 02 10.05	     0.80	     0.80	      0.0	     4.26	                TRUE	   0.9232	   0.8463	   0.9763	1747520.3
   231.37	 2CXO J174523.8-290159	 17 45 23.84	-29 01 59.84	     0.81	     0.79	     11.8	     4.79	                TRUE	   0.9994	   0.9450	   1.0000	1747520.3
   231.85	 2CXO J174530.3-290341	 17 45 30.31	-29 03 41.71	     0.72	     0.72	     49.0	    14.13	                TRUE	   0.9294	   0.9063	   0.9538	1747520.3
   232.50	 2CXO J174523.1-285917	 17 45 23.15	-28 59 17.82	     0.88	     0.81	     56.4	     4.80	                TRUE	   0.8707	   0.7826	   0.9475	1751571.5
   232.80	 2CXO J174531.3-285705	 17 45 31.34	-28 57 05.27	     1.03	     0.88	     27.9	     4.86	                TRUE	   0.7945	   0.6677	   0.9038	1751812.4
   232.85	 2CXO J174523.3-285907	 17 45 23.40	-28 59 07.16	     0.80	     0.79	      0.8	     4.47	                TRUE	   0.8844	   0.7939	   0.9638	1740456.5
   232.91	 2CXO J174537.3-285637	 17 45 37.37	-28 56 37.88	     0.84	     0.79	     50.2	     4.32	                TRUE	   0.9994	   0.8913	   1.0000	1944727.0
   232.92	 2CXO J174522.2-290021	 17 45 22.29	-29 00 21.88	     0.91	     0.81	      0.2	     4.59	                TRUE	         	         	         	1751565.6
   232.92	 2CXO J174542.0-285636	 17 45 42.07	-28 56 36.76	     0.78	     0.74	     65.0	     6.96	                TRUE	   0.9994	   0.8776	   1.0000	1936775.1
   233.08	 2CXO J174525.0-290233	 17 45 25.04	-29 02 33.24	     0.73	     0.73	      0.0	     4.67	                TRUE	         	         	         	1747520.3
   233.41	 2CXO J174529.9-290340	 17 45 29.90	-29 03 40.01	     1.01	     0.83	     68.8	     5.31	                TRUE	   0.8695	   0.7901	   0.9425	1747520.3
   233.46	 2CXO J174528.8-285726	 17 45 28.87	-28 57 26.41	     0.79	     0.74	     22.4	     6.78	                TRUE	   0.9994	   0.9588	   1.0000	1791422.8
   233.77	 2CXO J174554.4-285810	 17 45 54.42	-28 58 10.25	     0.75	     0.73	     75.9	     6.89	                TRUE	   0.9419	   0.8876	   0.9825	1701794.0
   234.06	 2CXO J174522.4-290107	 17 45 22.45	-29 01 07.63	     0.78	     0.76	    151.8	     6.49	                TRUE	   0.9606	   0.9113	   0.9925	1732059.1
   234.09	 2CXO J174542.6-285636	 17 45 42.68	-28 56 36.64	     0.81	     0.81	    142.2	     3.46	                TRUE	   0.9994	   0.9038	   1.0000	1900437.6
   234.31	 2CXO J174527.8-290319	 17 45 27.84	-29 03 19.35	     0.78	     0.77	    170.9	     6.07	                TRUE	   0.9994	   0.9575	   1.0000	1747520.3
   234.33	 2CXO J174537.2-290419	 17 45 37.27	-29 04 19.66	     0.89	     0.80	    141.7	     3.35	                TRUE	   0.9994	   0.8963	   1.0000	1885874.6
   234.39	 2CXO J174522.1-290015	 17 45 22.20	-29 00 15.33	     1.03	     0.96	     71.2	     4.59	                TRUE	         	         	         	1751565.6
   235.28	 2CXO J174536.1-285638	 17 45 36.13	-28 56 38.51	     0.71	     0.71	     83.6	    79.41	                TRUE	   0.9444	   0.9388	   0.9500	1904090.8
   235.42	 2CXO J174554.9-285817	 17 45 54.98	-28 58 17.76	     0.88	     0.80	     44.7	     5.18	                TRUE	   0.9057	   0.8264	   0.9713	1788055.2
   235.55	 2CXO J174522.0-290025	 17 45 22.08	-29 00 25.13	     0.85	     0.83	    135.7	     5.70	                TRUE	         	         	         	1751565.6
   235.91	 2CXO J174557.8-290102	 17 45 57.83	-29 01 02.08	     0.99	     0.80	     90.3	     3.67	                TRUE	   0.8882	   0.7601	   0.9750	1731178.9
   236.05	 2CXO J174552.0-290324	 17 45 52.01	-29 03 24.38	     0.72	     0.72	    145.5	    16.61	                TRUE	   0.9869	   0.9725	   0.9963	1679424.1
   236.13	 2CXO J174522.8-285918	 17 45 22.84	-28 59 18.65	     0.75	     0.75	     40.1	     6.34	                TRUE	   0.9107	   0.8364	   0.9725	1751571.5
   236.14	 2CXO J174532.1-285655	 17 45 32.14	-28 56 55.98	     0.77	     0.76	     37.5	     3.89	                TRUE	   0.9994	   0.8926	   1.0000	1780636.9
   236.27	 2CXO J174545.3-285642	 17 45 45.36	-28 56 42.45	     0.90	     0.87	     18.7	     4.53	                TRUE	   0.9994	   0.9250	   1.0000	1955460.6
   236.71	 2CXO J174527.9-290323	 17 45 27.93	-29 03 23.73	     0.74	     0.74	      0.0	     7.51	                TRUE	         	         	         	1747520.3
   236.74	 2CXO J174552.7-285739	 17 45 52.71	-28 57 39.67	     0.76	     0.76	      0.0	     6.06	                TRUE	   0.9994	   0.9363	   1.0000	1909797.6
   236.86	 2CXO J174525.6-290251	 17 45 25.65	-29 02 51.38	     0.83	     0.83	      0.0	     5.68	                TRUE	   0.9994	   0.9188	   1.0000	1747520.3
   236.91	 2CXO J174524.3-290225	 17 45 24.35	-29 02 25.48	     0.93	     0.78	    149.1	     3.41	                TRUE	   0.9994	   0.8801	   1.0000	1747520.3
   237.09	 2CXO J174529.5-285715	 17 45 29.51	-28 57 15.50	     0.75	     0.74	     19.4	     8.63	                TRUE	   0.9994	   0.8389	   1.0000	1791422.8
   237.54	 2CXO J174530.4-285706	 17 45 30.49	-28 57 06.36	     0.81	     0.81	      0.0	     6.07	                TRUE	   0.9594	   0.9113	   0.9938	1751812.4
   238.18	 2CXO J174522.0-285955	 17 45 22.05	-28 59 55.42	     0.96	     0.81	      0.3	     5.31	                TRUE	   0.9994	   0.9250	   1.0000	1731667.3
   238.38	 2CXO J174554.1-285757	 17 45 54.12	-28 57 57.56	     0.77	     0.75	     95.3	     4.85	                TRUE	   0.8969	   0.8176	   0.9663	1909797.6
   238.55	 2CXO J174531.5-290359	 17 45 31.53	-29 03 59.01	     0.73	     0.73	      0.0	     8.68	                TRUE	   0.9994	   0.9550	   1.0000	1747520.3
   238.57	 2CXO J174523.8-290217	 17 45 23.88	-29 02 17.63	     0.75	     0.73	    170.1	     7.34	                TRUE	   0.9294	   0.8726	   0.9775	1747520.3
   238.60	 2CXO J174526.9-285742	 17 45 26.92	-28 57 42.96	     0.76	     0.75	     25.0	     5.09	                TRUE	   0.9994	   0.9138	   1.0000	1791422.8
   239.10	 2CXO J174551.0-290338	 17 45 51.09	-29 03 38.28	     0.86	     0.86	      0.0	     4.35	                TRUE	   0.9994	   0.8638	   1.0000	1684536.2
   239.62	 2CXO J174527.7-290324	 17 45 27.71	-29 03 24.96	     1.95	     1.42	    144.3	     3.44	                TRUE	         	         	         	1747520.3
   239.77	 2CXO J174546.5-290412	 17 45 46.52	-29 04 12.35	     0.85	     0.79	     74.1	     4.41	                TRUE	   0.9994	   0.9013	   1.0000	1709082.0
   239.97	 2CXO J174556.2-285837	 17 45 56.28	-28 58 37.93	     0.80	     0.76	     60.6	     3.89	                TRUE	   0.9994	   0.9238	   1.0000	1881534.6
   240.14	 2CXO J174552.0-285726	 17 45 52.04	-28 57 26.89	     0.76	     0.76	     49.3	     3.89	                TRUE	   0.9282	   0.8389	   0.9863	1920419.8
   240.16	 2CXO J174526.4-290308	 17 45 26.44	-29 03 08.95	     1.00	     1.00	      0.0	     4.41	                TRUE	   0.9994	   0.8651	   1.0000	1747520.3
   240.18	 2CXO J174558.0-290111	 17 45 58.04	-29 01 11.74	     0.80	     0.77	    114.0	     4.44	                TRUE	   0.9994	   0.9313	   1.0000	1731178.9
   240.23	 2CXO J174546.9-285645	 17 45 46.95	-28 56 45.71	     0.95	     0.80	    155.2	     4.57	                TRUE	   0.8857	   0.7951	   0.9638	1955463.6
   240.52	 2CXO J174521.7-290022	 17 45 21.71	-29 00 22.43	     1.04	     0.81	    179.7	     3.06	                TRUE	         	         	         	1751565.6
   240.59	 2CXO J174529.6-290346	 17 45 29.65	-29 03 46.47	     0.78	     0.75	    153.6	     5.31	                TRUE	   0.9994	   0.9400	   1.0000	1747520.3
   240.84	 2CXO J174550.7-290343	 17 45 50.79	-29 03 43.42	     0.80	     0.80	      0.0	     5.28	                TRUE	   0.8407	   0.7364	   0.9338	1684536.2
   241.01	 2CXO J174555.8-285824	 17 45 55.81	-28 58 24.54	     0.78	     0.75	     73.9	     5.12	                TRUE	   0.9994	   0.9663	   1.0000	1881534.6
   241.07	 2CXO J174532.1-290405	 17 45 32.11	-29 04 05.67	     0.80	     0.77	      2.1	     4.70	                TRUE	         	         	         	1747520.3
   241.15	 2CXO J174523.0-290159	 17 45 23.01	-29 01 59.22	     0.77	     0.77	      0.0	     7.17	                TRUE	         	         	         	1747526.5
   241.19	 2CXO J174521.6-290017	 17 45 21.67	-29 00 17.82	     0.90	     0.84	     12.8	     3.56	                TRUE	         	         	         	1751565.6
   241.32	 2CXO J174521.8-290106	 17 45 21.88	-29 01 06.72	     0.95	     0.83	    138.8	     3.83	                TRUE	   0.9069	   0.8064	   0.9788	1732059.1
   241.33	 2CXO J174546.7-285643	 17 45 46.76	-28 56 43.52	     0.88	     0.81	    125.1	     4.27	                TRUE	   0.7770	   0.6402	   0.9013	1955463.6
   241.40	 2CXO J174540.6-285626	 17 45 40.66	-28 56 26.89	     0.73	     0.72	     67.6	    11.51	                TRUE	   0.9457	   0.9088	   0.9800	2028584.3
   241.50	 2CXO J174550.4-290347	 17 45 50.47	-29 03 47.12	     0.75	     0.75	      8.9	     5.89	                TRUE	   0.9357	   0.8651	   0.9850	1684536.2
   241.74	 2CXO J174523.1-290204	 17 45 23.15	-29 02 04.86	     0.74	     0.72	    165.3	     9.22	                TRUE	         	         	         	1747520.3
   241.85	 2CXO J174554.1-290304	 17 45 54.11	-29 03 04.45	     0.75	     0.73	    100.7	    10.18	                TRUE	   0.7758	   0.5765	   0.9188	1687512.2
   241.90	 2CXO J174540.4-290430	 17 45 40.41	-29 04 30.00	     0.71	     0.71	      0.0	    51.65	                TRUE	   0.9844	   0.9788	   0.9900	1874596.1
   242.33	 2CXO J174521.8-285943	 17 45 21.88	-28 59 43.58	     1.04	     0.90	    172.2	     4.05	                TRUE	   0.9994	   0.8651	   1.0000	1731679.5
   242.37	 2CXO J174554.7-285800	 17 45 54.70	-28 58 00.80	     0.73	     0.72	     76.7	     9.13	                TRUE	   0.9182	   0.8763	   0.9600	1894543.7
   242.40	 2CXO J174524.3-290235	 17 45 24.31	-29 02 35.37	     0.92	     0.82	    162.5	     4.13	                TRUE	   0.8969	   0.7701	   0.9800	1747520.3
   242.47	 2CXO J174538.9-285626	 17 45 38.99	-28 56 26.07	     0.79	     0.79	      0.0	     6.28	                TRUE	   0.9407	   0.8726	   0.9863	1943082.5
   242.56	 2CXO J174528.9-290341	 17 45 28.90	-29 03 41.85	     0.88	     0.82	    157.8	     3.33	                TRUE	         	         	         	1747520.3
   242.69	 2CXO J174539.7-285625	 17 45 39.79	-28 56 25.49	     0.76	     0.73	     33.9	     9.07	                TRUE	   0.9994	   0.9425	   1.0000	2014370.5
   243.08	 2CXO J174530.2-290354	 17 45 30.26	-29 03 54.65	     0.73	     0.73	     31.8	     7.70	                TRUE	   0.9994	   0.9788	   1.0000	1747520.3
   243.20	 2CXO J174521.9-285936	 17 45 21.92	-28 59 36.52	     0.80	     0.73	    178.9	     6.13	                TRUE	   0.9994	   0.5578	   1.0000	1731679.5
   243.20	 2CXO J174525.9-290305	 17 45 25.92	-29 03 05.78	     0.76	     0.76	    127.2	     6.66	                TRUE	   0.9469	   0.8913	   0.9863	1747520.3
   243.45	 2CXO J174521.5-290040	 17 45 21.50	-29 00 40.66	     0.76	     0.75	      6.1	     6.34	                TRUE	   0.9457	   0.8863	   0.9875	1751565.6
   243.52	 2CXO J174549.0-285655	 17 45 49.07	-28 56 55.41	     0.78	     0.74	     78.5	     3.83	                TRUE	   0.9994	   0.8538	   1.0000	1898682.6
   243.53	 2CXO J174521.6-285950	 17 45 21.70	-28 59 50.45	     0.78	     0.76	    168.4	     7.15	                TRUE	   0.9994	   0.9350	   1.0000	1731670.4
   243.57	 2CXO J174530.7-290358	 17 45 30.71	-29 03 58.78	     0.78	     0.77	    154.7	     5.70	                TRUE	   0.9994	   0.9275	   1.0000	1747520.3
   243.76	 2CXO J174543.6-285628	 17 45 43.62	-28 56 28.95	     0.73	     0.72	     13.2	    11.44	                TRUE	   0.9532	   0.9213	   0.9838	1994862.5
   243.84	 2CXO J174551.3-290341	 17 45 51.39	-29 03 41.29	     0.94	     0.83	    120.0	     4.44	                TRUE	   0.9994	   0.9575	   1.0000	1528401.1
   243.87	 2CXO J174543.0-290428	 17 45 43.07	-29 04 28.76	     3.50	     3.50	      0.0	     3.89	                TRUE	   0.9994	   0.8676	   1.0000	1747909.3
   244.00	 2CXO J174544.5-285631	 17 45 44.52	-28 56 31.36	     0.90	     0.80	     62.0	     5.28	                TRUE	   0.8507	   0.7177	   0.9550	1994862.3
   244.19	 2CXO J174549.7-290356	 17 45 49.75	-29 03 56.52	     0.79	     0.79	      0.0	     4.79	                TRUE	   0.7758	   0.6565	   0.8826	1704036.3
   244.21	 2CXO J174544.1-285629	 17 45 44.15	-28 56 29.97	     0.75	     0.74	     36.0	     6.53	                TRUE	   0.9094	   0.8401	   0.9713	1994862.4
   244.34	 2CXO J174535.2-285631	 17 45 35.27	-28 56 31.97	     0.74	     0.74	      0.0	     7.55	                TRUE	   0.9382	   0.8888	   0.9800	1955414.2
   244.75	 2CXO J174523.0-290208	 17 45 23.02	-29 02 08.39	     0.79	     0.75	     41.8	     6.37	                TRUE	         	         	         	1747520.3
   244.86	 2CXO J174554.9-290255	 17 45 54.93	-29 02 55.86	     2.29	     2.29	      0.0	     4.47	                TRUE	   0.7483	   0.6302	   0.8526	1687512.2
   244.91	 2CXO J174554.3-290304	 17 45 54.39	-29 03 04.79	     0.76	     0.73	     99.5	     7.31	                TRUE	   0.9994	   0.8526	   1.0000	1687512.2
   244.94	 2CXO J174557.6-285906	 17 45 57.63	-28 59 06.07	     1.05	     0.85	    100.8	     3.89	                TRUE	   0.9194	   0.8314	   0.9800	1880559.1
   245.03	 2CXO J174530.2-290357	 17 45 30.29	-29 03 57.22	     0.75	     0.74	     34.9	     7.21	                TRUE	   0.9432	   0.8976	   0.9800	1747520.3
   245.12	 2CXO J174531.3-290405	 17 45 31.35	-29 04 05.16	     0.73	     0.72	    167.0	    11.41	                TRUE	   0.9994	   0.8988	   1.0000	1747520.3
   245.18	 2CXO J174552.9-290325	 17 45 52.93	-29 03 25.67	     0.74	     0.74	      0.0	     5.62	                TRUE	         	         	         	1654432.7
   245.32	 2CXO J174525.9-290309	 17 45 25.95	-29 03 09.53	     0.83	     0.77	    175.7	     4.00	                TRUE	   0.9994	   0.9163	   1.0000	1747520.3
   245.61	 2CXO J174531.9-290409	 17 45 31.91	-29 04 09.42	     0.77	     0.75	    177.6	     3.30	                TRUE	         	         	         	1747520.3
   245.67	 2CXO J174546.1-285635	 17 45 46.16	-28 56 35.99	     0.83	     0.79	     10.3	     4.17	                TRUE	   0.9994	   0.8626	   1.0000	1955463.6
   245.80	 2CXO J174558.7-290030	 17 45 58.77	-29 00 30.10	     0.83	     0.75	     93.6	     6.86	                TRUE	   0.9994	   0.9488	   1.0000	1781773.8
   245.93	 2CXO J174557.1-290207	 17 45 57.20	-29 02 07.27	     0.83	     0.79	     98.1	     4.85	                TRUE	   0.9994	   0.9275	   1.0000	1731178.9
   245.95	 2CXO J174544.6-290426	 17 45 44.64	-29 04 26.57	     0.82	     0.79	    119.9	     4.53	                TRUE	   0.9994	   0.9101	   1.0000	1747416.4
   246.35	 2CXO J174544.1-290428	 17 45 44.10	-29 04 28.65	     0.81	     0.81	      0.0	     3.16	                TRUE	   0.9994	   0.8276	   1.0000	1747416.4
   246.93	 2CXO J174552.4-290333	 17 45 52.48	-29 03 33.51	     0.79	     0.77	    144.1	     5.00	                TRUE	   0.8270	   0.7289	   0.9176	1674327.9
   246.95	 2CXO J174553.2-290324	 17 45 53.20	-29 03 24.69	     0.74	     0.74	      0.0	     7.05	                TRUE	   0.9994	   0.8838	   1.0000	1654432.7
   247.20	 2CXO J174529.6-285701	 17 45 29.65	-28 57 01.92	     0.79	     0.76	     46.9	     5.71	                TRUE	   0.9994	   0.7264	   1.0000	1790929.9
   247.47	 2CXO J174553.8-285739	 17 45 53.82	-28 57 39.24	     0.76	     0.74	     62.1	     8.47	                TRUE	   0.8532	   0.7951	   0.9088	1909797.6
   247.61	 2CXO J174552.9-285728	 17 45 52.99	-28 57 28.11	     0.76	     0.75	     14.5	     4.91	                TRUE	   0.8357	   0.7514	   0.9200	1909797.6
   247.83	 2CXO J174521.1-290016	 17 45 21.17	-29 00 16.70	     1.03	     0.91	      7.4	     4.21	                TRUE	         	         	         	1751565.6
   247.97	 2CXO J174552.9-290329	 17 45 52.91	-29 03 29.83	     0.76	     0.76	      0.0	     4.43	                TRUE	   0.9994	   0.4803	   1.0000	1654432.7
   248.00	 2CXO J174521.3-285953	 17 45 21.32	-28 59 53.02	     0.89	     0.88	    135.7	     8.47	                TRUE	   0.8670	   0.7989	   0.9325	1731670.4
   248.30	 2CXO J174555.7-290245	 17 45 55.80	-29 02 45.74	     0.87	     0.83	    113.9	     3.83	                TRUE	   0.9994	   0.8976	   1.0000	1671316.7
   248.37	 2CXO J174543.4-290432	 17 45 43.43	-29 04 32.49	     0.83	     0.79	    161.7	     3.46	                TRUE	   0.7645	   0.6102	   0.8988	1758531.4
   248.40	 2CXO J174530.3-290401	 17 45 30.32	-29 04 01.34	     0.75	     0.75	      0.0	     7.85	                TRUE	   0.9606	   0.9176	   0.9900	1747520.3
   248.41	 2CXO J174547.0-285637	 17 45 47.07	-28 56 37.52	     0.75	     0.74	     38.1	     5.61	                TRUE	   0.9994	   0.9413	   1.0000	1955463.6
