#Column	separation	(F9.2)	Distance from master source to user source	(.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	hard_hm	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio	(master_source.hard_hm)	[""]	[]
#Column	hard_hm_lolim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% lower confidence limit)	(master_source.hard_hm_lolim)	[""]	[]
#Column	hard_hm_hilim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% upper confidence limit)	(master_source.hard_hm_hilim)	[""]	[]
#Column	acis_time	(F9.1)	Total livetime for all ACIS imaging observations contributing to the Master Sources Table record of the source	(master_source.acis_time)	["s"]	[]
separation	name	ra	dec	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	hard_hm	hard_hm_lolim	hard_hm_hilim	acis_time
   110.80	 2CXO J174548.4-290042	 17 45 48.41	-29 00 42.86	     0.76	     0.75	     64.2	    10.50	                TRUE	   0.9994	   0.9363	   1.0000	1788886.9
   110.82	 2CXO J174533.6-290140	 17 45 33.62	-29 01 40.18	     0.79	     0.72	     22.6	   120.74	                TRUE	         	         	         	1591385.2
   110.92	 2CXO J174548.3-290008	 17 45 48.37	-29 00 08.98	     0.74	     0.73	     76.5	    14.22	                TRUE	   0.9994	   0.9500	   1.0000	1788917.8
   110.96	 2CXO J174544.5-290202	 17 45 44.52	-29 02 02.29	     0.74	     0.73	    129.1	     4.70	                TRUE	   0.9994	   0.8851	   1.0000	1709082.0
   110.96	 2CXO J174531.8-290000	 17 45 31.85	-29 00 00.22	     0.72	     0.72	     86.3	     8.40	                TRUE	   0.9994	   0.9463	   1.0000	1751565.6
   110.98	 2CXO J174543.4-290209	 17 45 43.40	-29 02 09.97	     0.72	     0.72	      0.0	     7.63	                TRUE	         	         	         	1709082.0
   111.03	 2CXO J174538.0-285840	 17 45 38.04	-28 58 40.24	     0.72	     0.72	     16.0	     5.79	                TRUE	   0.9994	   0.9088	   1.0000	2129112.6
   111.20	 2CXO J174541.7-285839	 17 45 41.72	-28 58 39.18	     0.72	     0.72	      0.0	     9.30	                TRUE	         	         	         	1753260.7
   111.32	 2CXO J174533.4-290138	 17 45 33.47	-29 01 38.58	     0.72	     0.72	      0.0	   111.24	                TRUE	         	         	         	1591385.2
   111.46	 2CXO J174541.8-285839	 17 45 41.87	-28 58 39.32	     0.73	     0.73	      0.0	     9.60	                TRUE	   0.9994	   0.5228	   1.0000	1753260.7
   111.46	 2CXO J174546.2-285912	 17 45 46.27	-28 59 12.42	     0.76	     0.74	     31.2	    18.97	                TRUE	   0.9307	   0.8676	   0.9800	1808196.0
   111.50	 2CXO J174533.2-290135	 17 45 33.28	-29 01 35.78	     0.73	     0.73	      0.0	   103.12	                TRUE	         	         	         	1747520.3
   111.55	 2CXO J174531.5-290021	 17 45 31.55	-29 00 21.72	     0.75	     0.73	    165.3	     7.68	                TRUE	   0.9244	   0.8676	   0.9738	1747557.7
   111.55	 2CXO J174537.8-290216	 17 45 37.88	-29 02 16.06	     0.81	     0.76	     37.1	    77.29	                TRUE	   0.9019	   0.7951	   0.9775	1930852.3
   111.59	 2CXO J174533.3-285919	 17 45 33.33	-28 59 19.58	     0.73	     0.72	    140.3	    16.13	                TRUE	   0.9994	   0.9588	   1.0000	1583117.6
   111.74	 2CXO J174534.2-285905	 17 45 34.28	-28 59 05.80	     0.73	     0.72	    177.2	    14.96	                TRUE	   0.9107	   0.7976	   0.9875	1751343.3
   111.78	 2CXO J174532.2-290112	 17 45 32.22	-29 01 12.62	     0.73	     0.72	    110.8	    37.73	                TRUE	   0.9994	   0.9388	   1.0000	1709557.0
   111.85	 2CXO J174542.8-285842	 17 45 42.84	-28 58 42.49	     0.74	     0.74	      0.0	    11.15	                TRUE	         	         	         	1828626.6
   111.92	 2CXO J174542.7-285841	 17 45 42.72	-28 58 41.88	     0.73	     0.73	      0.0	    10.95	                TRUE	         	         	         	1828623.6
   112.09	 2CXO J174531.7-290057	 17 45 31.79	-29 00 57.49	     0.72	     0.72	    102.9	    12.69	                TRUE	   0.9994	   0.9450	   1.0000	1591416.2
   112.10	 2CXO J174536.4-290210	 17 45 36.49	-29 02 10.15	     0.71	     0.71	     15.0	   155.66	                TRUE	         	         	         	1764545.6
   112.19	 2CXO J174541.6-285838	 17 45 41.66	-28 58 38.01	     0.72	     0.72	      0.0	     8.90	                TRUE	   0.7633	   0.5103	   0.9338	1798670.8
   112.22	 2CXO J174541.8-290217	 17 45 41.88	-29 02 17.75	     0.73	     0.72	    166.5	     7.88	                TRUE	   0.9994	   0.9638	   1.0000	1752487.9
   112.44	 2CXO J174536.3-290209	 17 45 36.31	-29 02 09.38	     0.73	     0.73	     18.8	   168.18	                TRUE	         	         	         	1747520.3
   112.46	 2CXO J174542.4-285840	 17 45 42.45	-28 58 40.22	     0.74	     0.73	    146.7	    12.74	                TRUE	   0.9994	   0.8676	   1.0000	1827654.3
   112.59	 2CXO J174545.5-285902	 17 45 45.58	-28 59 02.20	     0.75	     0.72	    116.9	    19.41	                TRUE	   0.9994	   0.9263	   1.0000	1763456.9
   112.63	 2CXO J174540.6-285835	 17 45 40.66	-28 58 35.81	     0.72	     0.72	      0.0	     7.62	                TRUE	         	         	         	2004214.0
   112.68	 2CXO J174540.4-285835	 17 45 40.50	-28 58 35.64	     0.75	     0.73	     24.5	     7.92	                TRUE	         	         	         	2004214.0
   112.68	 2CXO J174540.8-285835	 17 45 40.85	-28 58 35.97	     0.73	     0.73	      0.0	     7.38	                TRUE	         	         	         	1958803.5
   112.84	 2CXO J174535.1-285855	 17 45 35.17	-28 58 55.08	     0.74	     0.73	    125.1	     9.46	                TRUE	   0.9069	   0.8314	   0.9700	1770849.7
   112.87	 2CXO J174539.5-285835	 17 45 39.50	-28 58 35.50	     0.74	     0.72	     50.9	     7.17	                TRUE	         	         	         	2082014.0
   113.06	 2CXO J174541.0-285835	 17 45 41.04	-28 58 35.85	     0.73	     0.73	      0.0	     7.80	                TRUE	   0.9994	   0.6290	   1.0000	1954815.2
   113.31	 2CXO J174532.0-290110	 17 45 32.03	-29 01 10.77	     0.73	     0.73	     69.7	    20.62	                TRUE	   0.8545	   0.7901	   0.9138	1747523.4
   113.34	 2CXO J174539.2-285835	 17 45 39.21	-28 58 35.33	     0.73	     0.73	    155.8	     7.97	                TRUE	         	         	         	2100216.8
   113.36	 2CXO J174548.2-285954	 17 45 48.28	-28 59 54.10	     0.77	     0.74	     67.3	    14.89	                TRUE	   0.9994	   0.9213	   1.0000	1788917.6
   113.50	 2CXO J174548.1-290108	 17 45 48.13	-29 01 08.48	     0.73	     0.72	    131.4	     7.71	                TRUE	   0.9619	   0.9200	   0.9925	1759636.8
   113.65	 2CXO J174548.6-290030	 17 45 48.70	-29 00 30.20	     0.74	     0.74	    153.4	    10.90	                TRUE	   0.8682	   0.7614	   0.9588	1788887.0
   113.72	 2CXO J174540.3-285834	 17 45 40.38	-28 58 34.52	     0.73	     0.72	     75.9	     7.39	                TRUE	         	         	         	2024109.2
   113.91	 2CXO J174538.0-290218	 17 45 38.01	-29 02 18.92	     0.76	     0.74	     34.4	    56.93	                TRUE	   0.9994	   0.9275	   1.0000	1930852.3
   113.91	 2CXO J174532.7-290130	 17 45 32.76	-29 01 30.21	     0.76	     0.74	     48.4	    61.97	                TRUE	   0.9994	   0.9113	   1.0000	1747520.3
   113.98	 2CXO J174538.1-285836	 17 45 38.13	-28 58 36.94	     0.76	     0.75	     88.6	     4.97	                TRUE	   0.9994	   0.9188	   1.0000	2129112.6
   113.99	 2CXO J174543.3-290213	 17 45 43.31	-29 02 13.76	     0.71	     0.71	      0.0	    16.00	                TRUE	         	         	         	1542324.8
   114.02	 2CXO J174540.7-285834	 17 45 40.72	-28 58 34.48	     0.72	     0.72	      0.0	     8.05	                TRUE	         	         	         	2004214.0
   114.13	 2CXO J174542.7-285839	 17 45 42.73	-28 58 39.63	     0.73	     0.73	      0.0	    10.63	                TRUE	         	         	         	1827657.4
   114.23	 2CXO J174533.4-290143	 17 45 33.50	-29 01 43.59	     0.84	     0.75	    122.1	   108.94	                TRUE	   0.9994	   0.8988	   1.0000	1591385.2
   114.29	 2CXO J174531.9-285947	 17 45 31.91	-28 59 47.08	     0.72	     0.72	    128.5	    15.52	                TRUE	   0.9282	   0.8801	   0.9713	1789763.5
   114.37	 2CXO J174533.2-290140	 17 45 33.30	-29 01 40.73	     0.83	     0.76	     68.8	   101.59	                TRUE	         	         	         	1591385.2
   114.47	 2CXO J174540.2-285833	 17 45 40.22	-28 58 33.71	     0.74	     0.73	     57.3	     7.24	                TRUE	         	         	         	2024109.2
   114.55	 2CXO J174541.0-285834	 17 45 41.09	-28 58 34.44	     0.72	     0.72	      0.0	     8.45	                TRUE	   0.9994	   0.8051	   1.0000	1954815.2
   114.55	 2CXO J174539.3-285833	 17 45 39.35	-28 58 33.96	     0.74	     0.74	    154.4	     5.93	                TRUE	         	         	         	2082014.0
   114.71	 2CXO J174545.7-285901	 17 45 45.76	-28 59 01.39	     1.28	     1.28	      0.0	    19.94	                TRUE	   0.8782	   0.7552	   0.9675	1763456.9
   114.92	 2CXO J174548.4-285954	 17 45 48.42	-28 59 54.86	     0.77	     0.75	    104.2	    12.63	                TRUE	   0.9994	   0.9450	   1.0000	1788917.6
   114.95	 2CXO J174535.2-290204	 17 45 35.27	-29 02 04.56	     0.82	     0.76	     43.0	   166.65	                TRUE	   0.9994	   0.9738	   1.0000	1720083.4
   115.00	 2CXO J174533.2-285915	 17 45 33.27	-28 59 15.08	     0.73	     0.73	    112.2	    15.97	                TRUE	   0.9994	   0.9101	   1.0000	1594232.7
   115.25	 2CXO J174547.0-290137	 17 45 47.06	-29 01 37.40	     0.73	     0.73	      0.0	     5.24	                TRUE	   0.8957	   0.7889	   0.9738	1698459.8
   115.28	 2CXO J174537.0-285839	 17 45 37.08	-28 58 39.60	     0.75	     0.74	     11.1	     8.61	                TRUE	   0.9994	   0.9638	   1.0000	2039917.4
   115.35	 2CXO J174546.2-285906	 17 45 46.22	-28 59 06.11	     0.71	     0.71	     80.5	    29.56	                TRUE	         	         	         	1808196.0
   115.52	 2CXO J174543.4-290214	 17 45 43.44	-29 02 14.69	     0.71	     0.71	      0.0	    10.16	                TRUE	         	         	         	1542324.8
   115.67	 2CXO J174547.2-290134	 17 45 47.26	-29 01 34.53	     0.75	     0.74	     97.3	     5.64	                TRUE	   0.9994	   0.9488	   1.0000	1698459.8
   115.82	 2CXO J174546.4-290147	 17 45 46.44	-29 01 47.93	     0.76	     0.74	    140.9	     4.32	                TRUE	   0.7508	   0.6102	   0.8676	1709082.0
   115.85	 2CXO J174533.1-290141	 17 45 33.19	-29 01 41.27	     0.73	     0.73	      0.0	    92.30	                TRUE	         	         	         	1747520.3
   115.91	 2CXO J174539.1-285832	 17 45 39.19	-28 58 32.78	     0.73	     0.72	     92.3	     6.27	                TRUE	         	         	         	2100216.8
   115.93	 2CXO J174538.1-285834	 17 45 38.20	-28 58 34.77	     0.74	     0.74	    179.6	     5.03	                TRUE	   0.9994	   0.9163	   1.0000	2129112.6
   115.93	 2CXO J174548.7-290007	 17 45 48.74	-29 00 07.75	     0.76	     0.73	    147.1	    12.23	                TRUE	   0.9994	   0.9413	   1.0000	1788920.9
   116.19	 2CXO J174539.2-290223	 17 45 39.28	-29 02 23.92	     0.73	     0.73	      0.0	    14.69	                TRUE	   0.9994	   0.9788	   1.0000	1972635.7
   116.26	 2CXO J174543.4-285841	 17 45 43.49	-28 58 41.05	     0.71	     0.71	     84.3	    25.59	                TRUE	   0.9994	   0.9975	   1.0000	1809119.9
   116.28	 2CXO J174531.7-290109	 17 45 31.74	-29 01 09.11	     0.72	     0.72	    104.4	    15.89	                TRUE	   0.9719	   0.9413	   0.9950	1747523.4
   116.41	 2CXO J174533.2-290143	 17 45 33.27	-29 01 43.40	     0.83	     0.77	     72.9	    98.61	                TRUE	         	         	         	1591385.2
   116.46	 2CXO J174532.6-285923	 17 45 32.67	-28 59 23.27	     0.76	     0.74	    168.1	    18.65	                TRUE	   0.9344	   0.8813	   0.9788	1750377.1
   116.52	 2CXO J174531.5-285954	 17 45 31.53	-28 59 54.68	     0.75	     0.73	    171.3	    12.84	                TRUE	   0.6883	   0.4691	   0.8626	1789760.6
   116.58	 2CXO J174548.4-285951	 17 45 48.47	-28 59 51.20	     0.75	     0.74	    137.3	    13.21	                TRUE	   0.9994	   0.8938	   1.0000	1788917.6
   116.64	 2CXO J174531.1-290034	 17 45 31.16	-29 00 34.67	     0.73	     0.73	    104.3	     7.98	                TRUE	   0.9594	   0.9126	   0.9913	1728051.2
   116.71	 2CXO J174536.8-285839	 17 45 36.85	-28 58 39.21	     0.80	     0.74	    111.4	     6.33	                TRUE	   0.9457	   0.8851	   0.9875	2032827.3
   116.74	 2CXO J174540.3-285831	 17 45 40.39	-28 58 31.51	     0.73	     0.73	     29.6	     7.19	                TRUE	         	         	         	2024109.2
   116.85	 2CXO J174534.2-285858	 17 45 34.28	-28 58 58.97	     0.74	     0.73	     19.4	    12.10	                TRUE	   0.8832	   0.7651	   0.9700	1770846.6
   117.11	 2CXO J174548.9-290025	 17 45 48.96	-29 00 25.99	     0.74	     0.73	    100.3	    10.15	                TRUE	   0.9994	   0.9463	   1.0000	1788890.1
   117.17	 2CXO J174537.4-285835	 17 45 37.48	-28 58 35.91	     0.74	     0.74	      0.0	     4.72	                TRUE	   0.9994	   0.6415	   1.0000	2085327.9
   117.25	 2CXO J174534.9-285851	 17 45 34.99	-28 58 51.37	     0.76	     0.74	    147.7	     9.06	                TRUE	   0.9994	   0.9176	   1.0000	1789778.8
   117.34	 2CXO J174534.5-290201	 17 45 34.57	-29 02 01.04	     0.71	     0.71	     88.2	   168.75	                TRUE	         	         	         	1747520.3
   117.72	 2CXO J174538.0-290223	 17 45 38.08	-29 02 23.05	     0.71	     0.71	      4.2	    55.22	                TRUE	   0.9806	   0.9588	   0.9963	1930852.3
   117.84	 2CXO J174533.5-285906	 17 45 33.59	-28 59 06.16	     0.74	     0.73	     43.2	    15.07	                TRUE	   0.7495	   0.5166	   0.9250	1750377.1
   117.85	 2CXO J174544.7-290208	 17 45 44.76	-29 02 08.40	     0.73	     0.73	     93.7	     4.85	                TRUE	   0.9994	   0.8726	   1.0000	1709082.0
   117.98	 2CXO J174533.6-285904	 17 45 33.68	-28 59 04.75	     0.72	     0.72	      0.0	    14.85	                TRUE	   0.9219	   0.8588	   0.9750	1750377.1
   118.05	 2CXO J174546.3-290152	 17 45 46.30	-29 01 52.90	     0.75	     0.73	    136.2	     4.16	                TRUE	   0.9994	   0.8901	   1.0000	1709082.0
   118.62	 2CXO J174531.0-290012	 17 45 31.08	-29 00 12.17	     0.73	     0.72	    173.1	     7.51	                TRUE	   0.9994	   0.9538	   1.0000	1751565.6
   118.68	 2CXO J174533.2-290147	 17 45 33.29	-29 01 47.28	     0.76	     0.75	     31.8	    95.98	                TRUE	   0.7670	   0.4503	   0.9613	1747520.3
   118.77	 2CXO J174533.0-285912	 17 45 33.05	-28 59 12.62	     0.75	     0.73	     11.3	    17.08	                TRUE	   0.9994	   0.8738	   1.0000	1750377.1
   119.16	 2CXO J174545.6-290202	 17 45 45.61	-29 02 02.27	     0.72	     0.72	    138.9	    10.32	                TRUE	   0.9369	   0.9038	   0.9700	1709082.0
   119.48	 2CXO J174537.7-285832	 17 45 37.70	-28 58 32.67	     0.75	     0.75	      0.0	     4.26	                TRUE	   0.9994	   0.6727	   1.0000	2129112.6
   119.84	 2CXO J174548.8-290101	 17 45 48.82	-29 01 01.30	     0.76	     0.74	    135.4	     8.14	                TRUE	   0.9994	   0.9225	   1.0000	1788883.7
   120.01	 2CXO J174543.7-285838	 17 45 43.71	-28 58 38.26	     0.73	     0.73	     52.9	    13.79	                TRUE	   0.7545	   0.6477	   0.8563	1652012.4
   120.02	 2CXO J174532.1-290129	 17 45 32.19	-29 01 29.86	     0.76	     0.73	    145.8	    38.99	                TRUE	   0.9994	   0.9188	   1.0000	1747520.3
   120.17	 2CXO J174536.8-285835	 17 45 36.90	-28 58 35.26	     0.74	     0.73	     35.8	     4.97	                TRUE	   0.8082	   0.7039	   0.9013	2021712.2
   120.39	 2CXO J174547.7-290134	 17 45 47.71	-29 01 34.26	     0.78	     0.74	    100.4	     4.67	                TRUE	   0.7470	   0.5903	   0.8813	1709082.0
   120.74	 2CXO J174539.8-285827	 17 45 39.82	-28 58 27.44	     0.76	     0.73	     36.1	     6.59	                TRUE	   0.9357	   0.8626	   0.9863	1978434.2
   120.76	 2CXO J174531.6-285938	 17 45 31.63	-28 59 38.87	     0.72	     0.72	    152.9	    15.88	                TRUE	   0.9994	   0.9438	   1.0000	1789766.6
   121.18	 2CXO J174533.1-290148	 17 45 33.11	-29 01 48.29	     0.75	     0.73	     45.1	    79.29	                TRUE	   0.8670	   0.6952	   0.9788	1747520.3
   121.18	 2CXO J174532.8-290143	 17 45 32.81	-29 01 43.55	     0.75	     0.74	    179.0	    58.97	                TRUE	   0.9994	   0.8976	   1.0000	1747520.3
   121.25	 2CXO J174542.3-285830	 17 45 42.35	-28 58 30.75	     0.72	     0.72	     42.5	    10.21	                TRUE	   0.9544	   0.9200	   0.9813	1827654.3
   121.28	 2CXO J174546.6-290153	 17 45 46.60	-29 01 53.58	     0.76	     0.74	    108.3	     3.83	                TRUE	   0.9994	   0.9176	   1.0000	1709082.0
   121.29	 2CXO J174539.2-290229	 17 45 39.29	-29 02 29.04	     0.73	     0.72	    175.8	    14.53	                TRUE	   0.9994	   0.9813	   1.0000	1972632.6
   121.56	 2CXO J174531.4-285943	 17 45 31.43	-28 59 43.30	     0.79	     0.75	     12.9	    14.72	                TRUE	   0.9594	   0.9138	   0.9900	1789763.5
   121.61	 2CXO J174534.0-290201	 17 45 34.07	-29 02 01.26	     0.73	     0.72	     65.7	   125.65	                TRUE	   0.9994	   0.9725	   1.0000	1747520.3
   121.88	 2CXO J174538.1-290227	 17 45 38.18	-29 02 27.56	     0.76	     0.73	     93.1	    40.02	                TRUE	         	         	         	1930852.3
   122.12	 2CXO J174533.8-290159	 17 45 33.82	-29 01 59.04	     0.75	     0.74	     14.3	   107.77	                TRUE	   0.8919	   0.7589	   0.9800	1747520.3
   122.22	 2CXO J174533.9-285855	 17 45 33.94	-28 58 55.71	     0.74	     0.74	     23.0	    11.93	                TRUE	   0.9994	   0.8963	   1.0000	1789778.8
   122.57	 2CXO J174537.2-285831	 17 45 37.25	-28 58 31.15	     0.74	     0.74	      0.0	     5.61	                TRUE	   0.9994	   0.7814	   1.0000	2039917.4
   122.63	 2CXO J174530.7-290034	 17 45 30.70	-29 00 34.80	     0.73	     0.72	     44.3	     6.50	                TRUE	   0.9569	   0.9051	   0.9925	1728051.2
   122.96	 2CXO J174541.9-285827	 17 45 41.95	-28 58 27.77	     0.72	     0.71	      6.1	    11.41	                TRUE	         	         	         	1883890.2
   123.09	 2CXO J174535.1-285843	 17 45 35.13	-28 58 43.23	     0.75	     0.73	     62.8	     7.92	                TRUE	   0.9994	   0.8264	   1.0000	1807981.1
   123.17	 2CXO J174533.6-290158	 17 45 33.68	-29 01 58.73	     0.74	     0.73	    122.2	   103.34	                TRUE	   0.7233	   0.5490	   0.8601	1747520.3
   123.24	 2CXO J174537.8-285828	 17 45 37.85	-28 58 28.30	     0.75	     0.73	    121.2	     5.10	                TRUE	   0.9994	   0.9425	   1.0000	2129112.6
   123.49	 2CXO J174537.9-290228	 17 45 37.99	-29 02 28.69	     0.84	     0.75	    149.0	    41.33	                TRUE	         	         	         	1930852.3
   123.63	 2CXO J174532.2-285918	 17 45 32.23	-28 59 18.89	     0.76	     0.75	    142.6	    15.55	                TRUE	   0.8520	   0.7664	   0.9325	1769883.6
   123.79	 2CXO J174530.7-290053	 17 45 30.80	-29 00 53.29	     0.73	     0.72	     40.2	     6.93	                TRUE	   0.9169	   0.8476	   0.9738	1728051.2
   123.95	 2CXO J174546.9-285903	 17 45 46.91	-28 59 03.05	     0.72	     0.71	     66.4	    14.17	                TRUE	   0.9794	   0.9625	   0.9925	1808196.0
   124.17	 2CXO J174536.3-290222	 17 45 36.33	-29 02 22.38	     0.73	     0.72	     36.2	   118.28	                TRUE	   0.9994	   0.9800	   1.0000	1764542.5
   124.17	 2CXO J174536.7-285831	 17 45 36.76	-28 58 31.65	     0.74	     0.73	     67.9	     7.12	                TRUE	   0.9994	   0.9325	   1.0000	2032827.3
   124.24	 2CXO J174546.3-285855	 17 45 46.35	-28 58 55.58	     0.74	     0.72	     58.3	    16.81	                TRUE	   0.8932	   0.8289	   0.9525	1812203.9
   124.61	 2CXO J174539.3-290232	 17 45 39.38	-29 02 32.46	     0.74	     0.72	    175.6	    13.04	                TRUE	   0.9594	   0.9126	   0.9925	1955610.4
   124.77	 2CXO J174546.0-285851	 17 45 46.06	-28 58 51.63	     0.85	     0.77	     70.8	    18.60	                TRUE	   0.8282	   0.7114	   0.9250	1812203.9
   124.84	 2CXO J174542.0-285826	 17 45 42.00	-28 58 26.00	     0.79	     0.79	     47.4	     9.95	                TRUE	         	         	         	1691405.2
   124.93	 2CXO J174539.9-285823	 17 45 39.95	-28 58 23.22	     0.73	     0.73	    124.1	     5.88	                TRUE	   0.9994	   0.8963	   1.0000	1978434.2
   124.94	 2CXO J174537.9-290230	 17 45 37.99	-29 02 30.17	     0.79	     0.74	    142.8	    42.82	                TRUE	         	         	         	1930852.3
   125.07	 2CXO J174543.8-290222	 17 45 43.88	-29 02 22.63	     0.76	     0.73	    104.8	     4.42	                TRUE	   0.9444	   0.8788	   0.9900	1709082.0
   125.51	 2CXO J174545.9-285848	 17 45 45.90	-28 58 49.00	     0.76	     0.75	     98.2	    18.10	                TRUE	   0.9994	   0.8938	   1.0000	1812203.9
   125.60	 2CXO J174530.6-290006	 17 45 30.61	-29 00 06.62	     0.72	     0.72	     17.6	     9.31	                TRUE	   0.9994	   0.9625	   1.0000	1751565.6
   126.11	 2CXO J174536.1-285832	 17 45 36.14	-28 58 32.85	     0.74	     0.73	     50.6	     6.87	                TRUE	   0.9994	   0.9425	   1.0000	1918622.0
   126.28	 2CXO J174547.2-285905	 17 45 47.29	-28 59 05.10	     0.73	     0.72	     71.1	    12.78	                TRUE	   0.9344	   0.8601	   0.9888	1808196.0
